age_months,tesla,rr25,rr50,rr75,arr25,arr50,arr75
63,1,0.4014955421340236,0.44101236698303137,0.5027322404371585,0.4712291453864488,0.5093632958801498,0.5737917222963952
64,0,0.2523782248748556,0.3141577624135764,0.3622974607013301,0.36300731631382316,0.4275517248913067,0.4874446085672083
64,1,0.4046591889559966,0.457290767903365,0.5342123142439499,0.4698672114402451,0.5243445692883895,0.6115083418454205
65,0,0.26546875,0.3124375,0.3456316781898177,0.3690049099160383,0.4311405764627998,0.480134602525828
65,1,0.42565429968363533,0.4803566292781133,0.5574575242718447,0.48098147546311343,0.5337783711615487,0.6334480678161618
66,0,0.26712759270898806,0.30335686762885955,0.3385247883917775,0.36248616965226554,0.41285081240768096,0.4697633041184174
66,1,0.4367471958584987,0.5020880069025022,0.555816140776699,0.4961618244718575,0.5582944606428906,0.6265020718232044
67,0,0.26712759270898806,0.31197097944377267,0.3456316781898177,0.3706918370657041,0.4306351550960118,0.4871797943431413
67,1,0.45038826574633306,0.5073339085418465,0.5629376607259726,0.5029146994019515,0.5740320427236315,0.6433864153396165
68,0,0.27809375,0.3138906348208674,0.36081769658075163,0.3834711964549483,0.4312850812407681,0.49650744945367375
68,1,0.448501581823411,0.4949381327334083,0.5545010066148979,0.5069223269418265,0.5600760456273765,0.6352900552486188
69,0,0.24879612025719205,0.2975719618730206,0.3456316781898177,0.3431077216396568,0.41814591078066915,0.491981259575099
69,1,0.44751213592233013,0.48475121359223305,0.540649985619787,0.5058641408027582,0.5638432898245982,0.6134751483024965
70,0,0.24337306547442572,0.2879321181646763,0.3328095537397863,0.33091482649842274,0.4114115490375802,0.46627322457995646
70,1,0.43108547396064567,0.46116504854368934,0.5058268622375611,0.4926876828079298,0.5297532656023222,0.577916802079948
71,0,0.24706694271911664,0.28053125,0.3321810182275299,0.3431077216396568,0.3946957236842105,0.46842105263157896
71,1,0.42475424757281555,0.4672330097087379,0.506414866347789,0.48757656556104806,0.5387288340444327,0.58075779591917
72,0,0.23542295581729353,0.27905405405405403,0.3142441860465116,0.325185873605948,0.38078080644022316,0.45820348304307973
72,1,0.4127130714738461,0.4482103266681745,0.49323576777771266,0.4674752340136757,0.5131602227830795,0.5569913627353521
73,0,0.2207384403036577,0.2561956044202722,0.3016656191074796,0.3073407482305359,0.3663153070577452,0.41793680297397773
73,1,0.4035194174757281,0.43476941747572817,0.46719356796116507,0.46954419889502763,0.5061217377241807,0.5417947424198739
74,0,0.22056590752242927,0.248391994478951,0.28255813953488373,0.3076027397260274,0.3410773026315789,0.4038372338182585
74,1,0.3895631067961165,0.43688106796116505,0.4841504854368932,0.45586056563734956,0.5059946595460614,0.5473030707610147
75,0,0.21936315558661362,0.24956002514142048,0.2803340377634398,0.29977527521318414,0.347920630606143,0.3943918581757441
75,1,0.38825849514563104,0.4125606796116505,0.44899271844660193,0.4503832919030162,0.47930574098798395,0.523707300595787
76,0,0.2206832298136646,0.25131992457573854,0.27697203016970456,0.30588446475195824,0.3460457891214989,0.39028166197581426
76,1,0.3889563106796116,0.42474514563106797,0.45832524271844666,0.45400711538035976,0.484417312894154,0.525247551299425
77,0,0.21954958533573296,0.2478894480208939,0.28255813953488373,0.29567449956483904,0.3400608238471927,0.39614865134282945
77,1,0.3981523058252427,0.4306856796116505,0.4719933252427185,0.45154251474725116,0.48521503788227055,0.531618799717748
78,0,0.21288497800125708,0.23737750172532782,0.27006211180124223,0.28688322368421054,0.3284950657894737,0.3699424342105263
78,1,0.40048543689320387,0.4429611650485437,0.48503337378640776,0.4573381451511776,0.5056460423959732,0.5395541200421925
79,0,0.21988840035735605,0.248391994478951,0.27678346951602767,0.3081595272849764,0.3288240131578948,0.37871408008825913
79,1,0.39923543689320384,0.42354368932038833,0.4702669902912621,0.4483239503114419,0.4811533149171271,0.5338284379172229
80,0,0.2194616977225673,0.2443064182194617,0.2760248447204969,0.2923933855526545,0.32890625,0.3811248808388942
80,1,0.38828883495145633,0.43561893203883495,0.4672330097087379,0.4417127071823204,0.4939519359145527,0.5317679558011049
81,0,0.19419686369888595,0.22057971014492755,0.25395049000115444,0.26688274547187796,0.3132811140121845,0.35691004353860567
81,1,0.39563106796116504,0.4354490291262136,0.4706128640776699,0.44907903962421747,0.5064377682403434,0.5349291557889624
82,0,0.20621808143547274,0.22942642989660178,0.25547045992309964,0.27473458904109593,0.32126405562977184,0.3662043689490209
82,1,0.40351941747572817,0.4307645631067961,0.4696601941747573,0.46286472148541113,0.484487515983579,0.5397877984084881
83,0,0.19312629399585923,0.220703933747412,0.25210035291683425,0.25746038596264087,0.30735019510672895,0.36306170112457853
83,1,0.3882342233009709,0.4246662621359223,0.448835961645571,0.44396551724137934,0.4818075389653977,0.5146665281588325
84,0,0.19309868875086267,0.22078674948240165,0.24824016563147,0.2707931123567166,0.2993559617058312,0.33578632061716757
84,1,0.4004490291262136,0.4246966019417476,0.4842233009708738,0.4419889502762431,0.49135135135135133,0.5524171270718232
85,0,0.19013112491373363,0.20564527260179433,0.23946859903381643,0.24449805484273224,0.27366174920969444,0.3243098280014702
85,1,0.4020950506186727,0.4217435320584927,0.46292744656917884,0.4595207965668753,0.47657091859381934,0.5056581455510927
86,0,0.18837819185645271,0.22051069703243617,0.23347135955831608,0.24982152705019883,0.27996845425867506,0.3132463011314186
86,1,0.37879358830146237,0.40880202474690663,0.4264595050618673,0.4232266452418543,0.46022552106202297,0.4754705127545442
87,0,0.18690131124913734,0.20006901311249137,0.23532781228433403,0.24369016536118362,0.2784508268059182,0.3138355256113532
87,1,0.38173509561304836,0.41051743532058493,0.4751968503937008,0.41690724815724817,0.4553472111932188,0.5231643910588777
88,0,0.1931815044858523,0.2180814354727398,0.23737750172532782,0.2610791993037424,0.27848563968668405,0.3164041679215399
88,1,0.3485658042744657,0.38233970753655794,0.39535433070866144,0.40032502613858323,0.4175675675675676,0.43859316367871504
89,0,0.17523809523809525,0.20538302277432713,0.22241545893719808,0.24194952132288947,0.26684461391801717,0.3085824493731919
89,1,0.3972412823397075,0.40400449943757033,0.4339060742407199,0.4368914236646795,0.45053231939163496,0.47472769779803997
90,0,0.17391304347826086,0.19290545203588683,0.21777777777777776,0.23381934566145093,0.2520504731861199,0.30486177311725454
90,1,0.3683464566929134,0.40426884139482566,0.4141957255343082,0.4154623039865186,0.4611406844106464,0.47381217277486914
91,0,0.1672256728778468,0.1931953071083506,0.21970524622892634,0.23517998688380257,0.2636606291706387,0.29961110058671236
91,1,0.393644544431946,0.41951631046119237,0.4488076490438695,0.4562103929024081,0.4581695331695332,0.4914004914004914
92,0,0.18487232574189094,0.2068599033816425,0.24632160110420978,0.24333333333333335,0.2843034212992516,0.3297923352383416
92,1,0.38373172103487063,0.40607424071991005,0.4337035995500562,0.43016564135860713,0.4451539849769938,0.48594688174227696
93,0,0.16837819185645272,0.1921463077984817,0.20828157349896478,0.2286367969494757,0.2638263802983653,0.30099839440569415
93,1,0.3830483689538807,0.39258717660292464,0.42350956130483686,0.42401719901719903,0.4390874524714829,0.49176693276000505
94,0,0.1675569358178054,0.18219461697722567,0.20726708074534161,0.22367275892080069,0.24521808719911298,0.2781891891148302
94,1,0.38221878515185603,0.38613048368953884,0.4076715410573678,0.4188359950859951,0.42804308819576,0.4554488350258312
95,0,0.16549344375431332,0.19298826777087646,0.21402346445824705,0.2197563098346388,0.24659594985535196,0.28261172156098535
95,1,0.33743532058492687,0.3699437570303712,0.4049493813273341,0.3875322997416021,0.4168314321926489,0.44226044226044225
96,0,0.14975155279503105,0.17839889579020013,0.21712215320910971,0.22460609254382052,0.24888285996609977,0.27660574412532635
96,1,0.35883014623172105,0.37118110236220475,0.3880764904386952,0.40538083538083536,0.4175392670157068,0.4372623574144487
