age_months,tesla,rr25,rr50,rr75,arr25,arr50,arr75
12,0,0.5604603127766302,0.683725172274017,0.850962707742197,0.7652752571082879,0.9816736792893875,1.1125597566275531
12,1,0.8595828895874768,0.959076923076923,1.0126634615384615,0.983770203174023,1.1185714285714285,1.2297500000000001
13,0,0.5417247251896579,0.7572009029345372,0.8745307965172525,0.7622785377887419,0.9837461973055194,1.119392243102759
13,1,0.8859623564508885,0.9422115384615385,1.0353750000000002,0.9725137111517367,1.1120658135283363,1.2255919868847214
14,0,0.5267302616211726,0.6978463666218006,0.8255401483392454,0.7335150174137275,0.9450208713717039,1.085537928744614
14,1,0.8402650341511939,0.9397692307692307,1.0177596153846156,0.9504316063969567,1.099258426966292,1.2142261904761904
15,0,0.5013573325464739,0.664373911718261,0.8205538102959059,0.7212194719810004,0.9056707797322131,1.087077169132347
15,1,0.8557692307692307,0.9134615384615384,0.9615384615384616,0.9844277879341864,1.0584269662921348,1.1666190476190477
16,0,0.5500081551409858,0.7074528301886792,0.8177644912849614,0.7546720271494896,0.9422466317686434,1.0945322494961778
16,1,0.7680643184535672,0.9019230769230769,0.9615384615384616,0.8664851273522012,1.0526516853932584,1.1651348314606742
17,0,0.5284731680614008,0.6530227157268307,0.779261248479935,0.7453357991568321,0.8988185875557888,1.0526078719319052
17,1,0.6325255354200987,0.8843076923076922,0.9591057692307692,0.6927250889679714,1.028314606741573,1.142059523809524
18,0,0.5135631356714443,0.6379961513027859,0.7523584905660378,0.7194827571049639,0.8737603466967729,0.9947064334884728
18,1,0.6054118616144974,0.823076923076923,0.931701923076923,0.6590471920602183,0.9629213483146067,1.0938202247191011
19,0,0.4959837791468455,0.59997,0.7292967166599107,0.6883603355164886,0.829717530576587,0.980617972127918
19,1,0.7144151565074134,0.8307692307692308,0.9134615384615384,0.8021277837145765,0.9868239323788591,1.089325842696629
20,0,0.48272407298159725,0.5787502721532767,0.7224959882998059,0.6816655086286733,0.7831755639092773,0.959514342123073
20,1,0.5890774299835254,0.8158290155440414,0.9019230769230769,0.6458500914076781,0.9438202247191011,1.072289156626506
21,0,0.43655930749434607,0.5278234147685481,0.6833907580056748,0.6119358090056832,0.7351530187958917,0.9097009192205956
21,1,0.5928434925864908,0.8125,0.9032884615384615,0.648534734917733,0.902412086028022,1.0551448878403775
22,0,0.3731732043983467,0.4720861611094718,0.6459618208516887,0.5346090534979424,0.6706990372540812,0.8639197530864198
22,1,0.5787973640856671,0.7826923076923077,0.8950865384615385,0.6351005484460693,0.881220723917672,1.048314606741573
23,0,0.3611635220125786,0.4678780316618576,0.6130660377358491,0.5346913580246914,0.6735483870967741,0.8557198443579767
23,1,0.5928311367380559,0.8072368239558606,0.9114134615384615,0.6429795373665479,0.9251849203799128,1.0640400578250326
24,0,0.3144496855345912,0.4055213288622007,0.5618765780238633,0.4640411682122404,0.5906174102006903,0.772912902499711
24,1,0.6304874895746455,0.780962146780348,0.9197610928027142,0.7037994056874441,0.8905042477391066,1.0488087294332724
25,0,0.30882008890275287,0.397898900839904,0.527177727520861,0.44311523316576845,0.5660185279446198,0.728517857142857
25,1,0.7302418682235197,0.8508905440414507,0.9213151001266168,0.8201926293820012,0.9492723899614687,1.0311189063781652
26,0,0.30882008890275287,0.40536535912033067,0.5254551104565537,0.4499552601303848,0.5773671717171718,0.7297061531012602
26,1,0.6944974997139549,0.8047846818322031,0.9047335755416437,0.7974502714863667,0.9160079280631437,1.0052468263547667
27,0,0.3339251857014739,0.43597874999999997,0.5748197115384616,0.48893413938015673,0.6168641965311983,0.7821806332240187
27,1,0.6850308590492077,0.764150244538127,0.8621930051813471,0.7635470749542961,0.8560777844148113,0.9639365474151298
28,0,0.38318087931543227,0.4556603773584906,0.5585250023279635,0.5449433487201008,0.6428571428571429,0.7625028033191299
28,1,0.6380625521267723,0.7553332332211212,0.8795837332673956,0.7132464589235128,0.8373488996609547,0.9901107594936709
29,0,0.389893160726819,0.46580999999999995,0.5658018867924528,0.5636410256410257,0.654320987654321,0.7581066945606695
29,1,0.629883236030025,0.739115929941618,0.8515246038365304,0.7082030217186024,0.8203125,0.9585086360765482
30,0,0.4030882008890275,0.48360338573155986,0.5804579168010319,0.5696426753537616,0.6662838915470495,0.7645371577574968
30,1,0.6766472060050042,0.7580742347553627,0.8859987046632124,0.7521994134897361,0.867347054648687,0.9863524253220061
31,0,0.4052405833268346,0.4834087948892886,0.5752670699652577,0.5644146034410407,0.6604085180356367,0.7493428924726406
31,1,0.7018012169348241,0.7833119287661998,0.901486693358455,0.7851493967352732,0.8800700746305568,1.04320751034672
32,0,0.39346575275157236,0.47208616110947177,0.5591326463664668,0.5537609598523304,0.6476234567901235,0.7334659051920426
32,1,0.6664831617021092,0.7472427022518765,0.8583430009461971,0.7550204595530374,0.835433656306785,0.9684730552327628
33,0,0.37426499259143725,0.46440625483821024,0.5374397333787639,0.5331466464569913,0.6245709501883633,0.709320987654321
33,1,0.6397786741816318,0.7123056994818653,0.8055699481865284,0.730022524957266,0.8156848828956706,0.9245640636846095
34,0,0.3741714107463152,0.456639764625152,0.5255306603773585,0.5299870359854552,0.6137625100024049,0.7004968970832158
34,1,0.5789223665856184,0.6575129533678756,0.7692901554404146,0.6727824109173616,0.7561850802644003,0.8631795457474986
35,0,0.36161088050804935,0.44012296070713425,0.5147444860803977,0.5126743511277344,0.60121776504298,0.6876790830945558
35,1,0.6027348519732185,0.6883236030025021,0.7869170984455959,0.6959823855201399,0.779226686884003,0.900386189662034
36,0,0.3743273804881853,0.4441541476159373,0.5094339622641509,0.5244753086419753,0.5973148148148149,0.6756172839506173
36,1,0.5827849740932642,0.6604274611398964,0.7517197281618213,0.6632297194844579,0.748521607278241,0.8574628995573381
37,0,0.3655784196733758,0.42687722557671465,0.4926650943396227,0.5155240723053521,0.5863271604938272,0.662750909335848
37,1,0.574740932642487,0.6409235751295337,0.7281553398058253,0.6480956877557444,0.7381277501774308,0.8310841546626232
38,0,0.3552,0.4178429384699368,0.47877358490566035,0.4995417048579285,0.5825688073394495,0.6481481481481481
38,1,0.558419689119171,0.6260362694300518,0.7024557950601137,0.6441243366186504,0.7211671852829556,0.8092494313874147
39,0,0.3424065821049023,0.40430999999999995,0.47125,0.4793577981651376,0.5581948424068768,0.6442029911798542
39,1,0.5298575129533678,0.602720207253886,0.6971502590673575,0.6141015921152387,0.6946171341925701,0.8035714285714286
40,0,0.34276729559748426,0.40536535912033067,0.4692216981132076,0.4804234958770233,0.5640875912408758,0.6425330812854443
40,1,0.5024611398963731,0.5689119170984456,0.6481865284974093,0.5799848369977255,0.6523123578468536,0.7437452615617892
41,0,0.33962264150943394,0.3975720692194403,0.46059761572998914,0.4740794317845516,0.5550617283950617,0.63470479775836
41,1,0.5479274611398963,0.6213730569948186,0.6993769430051813,0.6091015169194866,0.6914956011730204,0.7767102752793676
42,0,0.32666666666666666,0.3863845223700121,0.4523122514232239,0.4582110091743119,0.5456581492415759,0.61875
42,1,0.582761658031088,0.6660339373022721,0.7412769573041509,0.6506508161816891,0.748041163946061,0.8329851220031486
43,0,0.32857158753654625,0.3914858490566038,0.45292172759433963,0.4586697247706422,0.5479495027990704,0.6238784026588264
43,1,0.591062176165803,0.6519643287539166,0.7216799228729814,0.6703812316715543,0.7536749467707594,0.8275762809441566
44,0,0.3280625,0.38702585539557205,0.4458894565722248,0.45871559633027525,0.5415472779369628,0.6150573747551078
44,1,0.5886614014789476,0.6504820438659918,0.7278862376476259,0.6715737191216459,0.7422285308729595,0.8346756463870149
45,0,0.320423054245283,0.3805447354917744,0.43978743038937573,0.45445454545454544,0.5381924198250729,0.6102355547744275
45,1,0.5525906735751295,0.610880829015544,0.6929139551699204,0.6291783887103062,0.6980938416422288,0.7959124928036845
46,0,0.31430817610062894,0.37554996857322437,0.4351485446257388,0.4473684210526316,0.5273469387755102,0.5993777980112125
46,1,0.5397668393782383,0.5843275488069415,0.6551602822073544,0.613126079447323,0.6679757525537982,0.7495460652038279
47,0,0.3097030169704588,0.36986951688372455,0.4242555275514765,0.43257894848962547,0.5178810804131442,0.5893573614416865
47,1,0.5316062176165803,0.5783080260303688,0.6424696601941747,0.6059297639608521,0.6643009226401703,0.739406378110553
48,0,0.2829874213836478,0.3610936517913262,0.42563482466747277,0.41246562786434465,0.5038955087076077,0.5832535885167464
48,1,0.5266329235960472,0.5664015425403712,0.6333027720017776,0.6044905008635578,0.6577432354634427,0.729706390328152
49,0,0.2749842866121936,0.333369726273103,0.40536535912033067,0.381201044386423,0.464,0.5524074074074075
49,1,0.5163894914437214,0.556760665220535,0.6254519161243673,0.6030512377662637,0.6554980414101846,0.7286036036036037
50,0,0.26396226415094337,0.3141106222501571,0.39404691504041,0.36654445462878094,0.4499821846686348,0.5410353753235547
50,1,0.5133767172812725,0.5603759942154736,0.6262472885032538,0.6009344010704325,0.6577432354634427,0.7347438111686817
51,0,0.2641509433962264,0.31685878962536024,0.39185717396037445,0.3665673693858845,0.45558739255014324,0.5441983758184005
51,1,0.49047963364666186,0.5326584719209448,0.5880935165100024,0.5814622913068509,0.6303972366148531,0.6894070236039148
52,0,0.27290916692263745,0.3280625,0.39990958131233467,0.37000411184210524,0.4581948424068768,0.547737956817991
52,1,0.4939697102600271,0.5422872981441311,0.60669296116504845,0.5800230282095568,0.6347150259067358,0.7082653538883297
53,0,0.28161533626649904,0.3391718006706699,0.4012570710245129,0.40006962576153177,0.4730795847750865,0.5492415758933116
53,1,0.514883104362497,0.5597734393829839,0.635894249871884,0.5820146515796283,0.6314442607881321,0.7125171279802686
54,0,0.2758040027605245,0.33644654088050313,0.3989101375182271,0.3877551020408163,0.46828871017000917,0.5443266475644699
54,1,0.5290659349914562,0.5866724187517975,0.6557218773258668,0.5898117054331571,0.6558812853473639,0.7396537495735704
55,0,0.2827781269641735,0.3407159011151837,0.39321249963444593,0.40700436793749367,0.4789780395043553,0.5455433989858741
55,1,0.530115690527838,0.5760424198602073,0.6579898770788142,0.5976860578485538,0.6522334886270211,0.7425644371941272
56,0,0.2827781269641735,0.34297746237229976,0.4009198113207547,0.40333947739347287,0.4769380895587119,0.5507293354943273
56,1,0.5349828467097235,0.5740580960598217,0.6382425414733448,0.6054583995760466,0.6566523605150214,0.7248218690052068
57,0,0.2685267857142857,0.3215706863742098,0.3963332957624971,0.3717159808074695,0.45614630467571643,0.5410195612990084
57,1,0.5153868277250503,0.5627862135454327,0.6158110388045313,0.5842696629213483,0.6376560332871013,0.7071823204419889
58,0,0.27599723947550037,0.33123533471359556,0.38972349227084696,0.38287206266318535,0.4636037934668072,0.5443553008595988
58,1,0.48930112165660056,0.5375611159045154,0.5895306097854905,0.5567485383984911,0.6084351359040334,0.6636680026893195
59,0,0.2812109375,0.32481066856562196,0.3858884589706131,0.39192899895272326,0.45820348304307973,0.5353735052906841
59,1,0.47982064341156017,0.5279126213592233,0.5939981267329553,0.5466333014872764,0.6018922651933701,0.6670449488206498
60,0,0.26037735849056604,0.3142049025769956,0.3739786297925833,0.36280276816609,0.44358552631578946,0.5103668261562998
60,1,0.44751222318090306,0.4948818897637795,0.5460558252427185,0.505277494041539,0.5719207019824505,0.6242338251986379
61,0,0.2639245283018868,0.308625,0.35990326481257556,0.3657653528872594,0.419256434699714,0.4857470210815765
61,1,0.44825999424791485,0.49288467069312625,0.5712391633578215,0.509915014164306,0.571331290432414,0.6490435082872928
62,0,0.24916696314568187,0.29760685352453675,0.36178660586074807,0.33722487827252845,0.4124197983501375,0.48111824014665444
62,1,0.4339027897612885,0.4682197296519989,0.5268909979867702,0.5025536261491318,0.5459213519662008,0.6087844739530133
63,0,0.24839889579020014,0.31112507856693905,0.35546875,0.3469387755102041,0.4167469767422839,0.47820574162679425
