statecode,year,bevvehsubdum_year,bevamt_year,bevvehsub_MSRPmax,bevvehsub_minmiles,phevvehsubdum_year,phevamt_year,phevvehsub_MSRPmax,phevvehsub_minmiles,hchgsubdum_year,hchgsubamt_year,bevannualfeedum_year,bevannualfeeamt_year,phevannualfeedum_year
VA,2018,0,0,,,0,0,,,0,0,1,64,0
VA,2019,0,0,,,0,0,,,,,,,
VA,2020,0,0,,,0,0,,,,,,,
VT,2010,0,0,,,0,0,,,0,0,0,0,0
VT,2011,0,0,,,0,0,,,0,0,0,0,0
VT,2012,0,0,,,0,0,,,0,0,0,0,0
VT,2013,1,500,0,0,1,500,,,0,0,0,0,0
VT,2014,1,500,0,0,1,500,,,0,0,0,0,0
VT,2015,0,0,,,0,0,,,0,0,0,0,0
VT,2016,0,0,,,0,0,,,0,0,0,0,0
VT,2017,0,0,,,0,0,,,0,0,0,0,0
VT,2018,0,0,,,0,0,,,0,0,0,0,0
VT,2019,0,0,,,0,0,,,,,,,
VT,2020,0,0,,,0,0,,,,,,,
WA,2010,1,2800,0,0,0,0,,,0,0,0,0,0
WA,2011,1,2800,0,0,0,0,,,0,0,0,0,0
WA,2012,1,2800,0,0,0,0,,,0,0,1,150,0
WA,2013,1,2800,0,0,0,0,,,0,0,1,150,0
WA,2014,1,2800,0,0,0,0,,,0,0,1,150,0
WA,2015,1,2800,0,0,1,2800,,,0,0,1,150,0
WA,2016,1,2560,42500,0,1,2560,,,0,0,1,150,0
WA,2017,1,2560,42500,0,1,2560,,,0,0,1,150,0
WA,2018,1,2560,42500,0,1,2560,,,0,0,1,150,0
WA,2019,1,1625,45000,0,1,1625,45000,,,,,,
WA,2020,1,1625,45000,0,1,1625,45000,,,,,,
WI,2010,0,0,,,0,0,,,0,0,0,0,0
WI,2011,0,0,,,0,0,,,0,0,0,0,0
WI,2012,0,0,,,0,0,,,0,0,0,0,0
WI,2013,0,0,,,0,0,,,0,0,0,0,0
WI,2014,0,0,,,0,0,,,0,0,0,0,0
WI,2015,0,0,,,0,0,,,0,0,0,0,0
WI,2016,0,0,,,0,0,,,0,0,0,0,0
WI,2017,0,0,,,0,0,,,0,0,1,100,1
WI,2018,0,0,,,0,0,,,0,0,1,100,1
WI,2019,0,0,,,0,0,,,,,,,
WI,2020,0,0,,,0,0,,,,,,,
WV,2010,0,0,,,0,0,,,0,0,0,0,0
WV,2011,0,0,,,0,0,,,0,0,0,0,0
WV,2012,0,0,,,0,0,,,0,0,0,0,0
WV,2013,0,0,,,0,0,,,0,0,0,0,0
WV,2014,0,0,,,0,0,,,0,0,0,0,0
WV,2015,0,0,,,0,0,,,0,0,0,0,0
WV,2016,0,0,,,0,0,,,0,0,0,0,0
WV,2017,0,0,,,0,0,,,0,0,1,200,1
WV,2018,0,0,,,0,0,,,0,0,1,200,1
WV,2019,0,0,,,0,0,,,,,,,
WV,2020,0,0,,,0,0,,,,,,,
WY,2010,0,0,,,0,0,,,0,0,0,0,0
WY,2011,0,0,,,0,0,,,0,0,0,0,0
WY,2012,0,0,,,0,0,,,0,0,0,0,0
WY,2013,0,0,,,0,0,,,0,0,0,0,0
WY,2014,0,0,,,0,0,,,0,0,0,0,0
WY,2015,0,0,,,0,0,,,0,0,1,50,1
WY,2016,0,0,,,0,0,,,0,0,1,50,1
WY,2017,0,0,,,0,0,,,0,0,1,50,1
WY,2018,0,0,,,0,0,,,0,0,1,50,1
WY,2019,0,0,,,0,0,,,,,,,
WY,2020,0,0,,,0,0,,,,,,,
