age_months,powertrain,vehicle_type,rr25,rr50,rr75
50,hybrid,car,0.5025894789747026,0.5705120515861843,0.6367423872331622
50,phev,car,0.36854052542916155,0.40867288287137565,0.44699755330304086
50,bev,car,0.2797161350697965,0.3642807245383272,0.48837069173294767
51,conventional,car,0.4829480339853784,0.5555594142501592,0.6369250144879017
51,hybrid,car,0.4990639625585023,0.568882139096314,0.6300335123001972
51,phev,car,0.3729595095159024,0.40924382038905954,0.447256204124432
51,bev,car,0.28273884349465744,0.3773231132075472,0.49168474331164136
52,conventional,car,0.4806909817267145,0.5532025405786873,0.6331264770207486
52,hybrid,car,0.49595145287030473,0.566740157480315,0.6316031235645384
52,phev,car,0.3678104370117044,0.40946321486031884,0.4592033284536559
52,bev,car,0.28315033417257146,0.37703227394605576,0.4856591949867438
53,conventional,car,0.4762035637396363,0.5464461980313973,0.62679671722597
53,hybrid,car,0.48593349385367535,0.5589751552795031,0.622247575584712
53,phev,car,0.36264243271583363,0.4065818341377797,0.4532338308457711
53,bev,car,0.29831866750471403,0.3712079856507837,0.47276562250462
54,conventional,car,0.46905776189821813,0.5389254653336585,0.6200318870288122
54,hybrid,car,0.4762488188976378,0.5480314960629922,0.6127454320062744
54,phev,car,0.35741474006897433,0.40374433230949247,0.4581101002379594
54,bev,car,0.2828616352201258,0.364487743557511,0.457821161725717
55,conventional,car,0.463573854693066,0.5320409656181418,0.6136716727084413
55,hybrid,car,0.4678170718159996,0.5357564703720592,0.6043086614173229
55,phev,car,0.3573381019287265,0.40897588255854594,0.45321047242942814
55,bev,car,0.3010188679245283,0.3710691823899371,0.4772234273318872
56,conventional,car,0.455820003705353,0.5274553958080721,0.6082577149147439
56,hybrid,car,0.46208100576191613,0.5350339661693504,0.6045341177159085
56,phev,car,0.3438881083152382,0.40077721394252436,0.45843093871974316
56,bev,car,0.30502487047302407,0.3773231132075472,0.4853428398058252
57,conventional,car,0.45056222129086204,0.5208088047094958,0.6018516176358991
57,hybrid,car,0.45016876341133394,0.5253543307086614,0.5901213418552612
57,phev,car,0.33292575587524476,0.38310129007536087,0.4386061137925991
57,bev,car,0.2828095537397863,0.3767441860465116,0.4892745239816823
58,conventional,car,0.44244052435669207,0.5157852792167131,0.5955398960168435
58,hybrid,car,0.4480124597429636,0.5177418771532671,0.5850677844325397
58,phev,car,0.33687445127304655,0.3831396091454847,0.43586368290185756
58,bev,car,0.29712263711705,0.3837968561064087,0.4882075471698113
59,conventional,car,0.4347702213738283,0.5059346501076945,0.5851757328020273
59,hybrid,car,0.4346062467404531,0.5063037974683544,0.5695969608832433
59,phev,car,0.3270149444373483,0.37610062893081764,0.42434884401521805
59,bev,car,0.3021397062177485,0.37276768306948455,0.46760043086373526
60,conventional,car,0.42726887344882947,0.49877943738345865,0.5754450261780105
60,hybrid,car,0.4313762307852826,0.49719464825205006,0.5607777154608338
60,phev,car,0.31688593690126454,0.35913999207695324,0.4146555506801229
60,bev,car,0.28401023220363175,0.3686518907494287,0.4599835500138218
61,conventional,car,0.4237121831561733,0.49463843827330217,0.5719626168224299
61,hybrid,car,0.4261518417624067,0.4911496062992126,0.5540112457432486
61,phev,car,0.3116617703410397,0.3601817546312478,0.40950709375457073
61,bev,car,0.2827781269641735,0.3626844014510278,0.4601092896174863
62,conventional,car,0.4218983749869038,0.4905271937463429,0.5682901486170163
62,hybrid,car,0.41888586647458015,0.4861430102587659,0.5478864970645793
62,phev,car,0.3065142419210627,0.35088489103407927,0.40035441867632326
62,bev,car,0.26794468887492146,0.35893011216566006,0.4383088869715272
63,conventional,car,0.4232315711094564,0.4949443225229619,0.5740983959522016
63,hybrid,car,0.4236343514672969,0.49346016674859916,0.555049231225518
63,phev,car,0.31007751937984496,0.35751692425597137,0.39748427672955977
63,bev,car,0.29041798347050896,0.3662122519413287,0.4285303422490653
64,conventional,car,0.42261750208995225,0.4951776107032596,0.5741737570180008
64,hybrid,car,0.42590674470968604,0.49365597933444766,0.5551816084611889
64,phev,car,0.30908452843864054,0.35088489103407927,0.39780605528740676
64,bev,car,0.2900680358222491,0.36078025425667504,0.4268047167098073
65,conventional,car,0.4167408271453791,0.48713263286127606,0.5652050919377652
65,hybrid,car,0.41773466090339273,0.4835431780996756,0.550407856181199
65,phev,car,0.3103185515806238,0.35100190141875093,0.39588708647336823
65,bev,car,0.28268384663733503,0.34371875,0.42565429968363533
66,conventional,car,0.41351951427727274,0.4829963336187403,0.5608173076923076
66,hybrid,car,0.41051889609689196,0.47618267716535434,0.5446031311985068
66,phev,car,0.3072249751120323,0.35751692425597137,0.4057349377375208
66,bev,car,0.27917342591761196,0.3323277339732602,0.414106988783434
67,conventional,car,0.40835293493447467,0.47829413431567014,0.5569796600724436
67,hybrid,car,0.40510114733703273,0.47550592779676126,0.5445384731220876
67,phev,car,0.31127857963980077,0.35751692425597137,0.4086856558947503
67,bev,car,0.2827781269641735,0.3385731559854897,0.4350324259019106
68,conventional,car,0.40442436719270636,0.47675945621011745,0.5571384172531124
68,hybrid,car,0.40189098147297503,0.4747716469501114,0.5380533776827433
68,phev,car,0.30838711194035917,0.3573381019287265,0.4086856558947503
68,bev,car,0.28284098051539913,0.3385006045949214,0.4150356497126218
69,conventional,car,0.3983720164938523,0.46972189501500383,0.5484861375525105
69,hybrid,car,0.4062992125984252,0.4748889909661614,0.5345987261146496
69,phev,car,0.30624600843019545,0.3475667390471324,0.3913526738902482
69,bev,car,0.2787554996857322,0.3456316781898177,0.4530683255568493
70,conventional,car,0.3923553719008264,0.4620310810041555,0.5425965812749186
70,hybrid,car,0.39345727584037227,0.4596024314112042,0.5285654028929203
70,phev,car,0.29377953761655384,0.3445078250694749,0.3831396091454847
70,bev,car,0.270144563167819,0.34255185417976114,0.43855641184411914
71,conventional,car,0.38437908617101607,0.45470292742075175,0.5346239761727476
71,hybrid,car,0.3910983682460906,0.46050766533626764,0.5272157480314961
71,phev,car,0.292525961679099,0.3320475156469536,0.3809171030782986
71,bev,car,0.2637129054520359,0.33552599758162033,0.4371469657750935
72,conventional,car,0.37613330376659176,0.4456785101604089,0.5219241613076948
72,hybrid,car,0.3811952204092997,0.45324094488188976,0.516535111218031
72,phev,car,0.28084046493805087,0.3218546429939967,0.3729467364925278
72,bev,car,0.2605814003237435,0.32889593808925205,0.4246966019417476
73,conventional,car,0.3712130590877739,0.44043729171746726,0.5176461708576299
73,hybrid,car,0.3744830788507131,0.4392277626436101,0.5063935944113598
73,phev,car,0.27570570954144846,0.3065525609911866,0.3575935623962192
73,bev,car,0.24822203341276353,0.3141106222501571,0.4225485436893204
74,conventional,car,0.37145653887057994,0.438559503119747,0.5140531276778063
74,hybrid,car,0.3739435401221093,0.43537657400807794,0.4988755536349119
74,phev,car,0.26366074849916976,0.29924639162089667,0.34487163111508495
74,bev,car,0.23614795918367346,0.2827781269641735,0.410497572815534
75,conventional,car,0.37291998191987863,0.44206551525051196,0.5188297695395456
75,hybrid,car,0.3771570061443097,0.43817028273395087,0.5061113075588283
75,phev,car,0.2553327372589092,0.3036914037552689,0.34533379937084935
75,bev,car,0.23415458937198066,0.2793368950345695,0.3868901699029126
76,conventional,car,0.3745833333333333,0.44399629972247917,0.5209461598584298
76,hybrid,car,0.376083961168841,0.4403730882479471,0.5057587548638133
76,phev,car,0.26823349086728826,0.3065014688976881,0.3495281370150297
76,bev,car,0.2457043566750341,0.281269641734758,0.397754854368932
77,conventional,car,0.3699890728406622,0.4396330483898482,0.5179370410428644
77,hybrid,car,0.3740639625585023,0.43602117456228484,0.4991575663026521
77,phev,car,0.267722569932303,0.30424064376037807,0.3355400209716882
77,bev,car,0.23608548169721072,0.29346369914620674,0.41730279126213593
78,conventional,car,0.3661479457634022,0.43629655291875974,0.515534009281977
78,hybrid,car,0.37102575169040425,0.434192125984252,0.4975481879505403
78,phev,car,0.25544769446928084,0.301392259547835,0.34769424337560695
78,bev,car,0.21974224114417182,0.26498274672187716,0.3986529126213592
79,conventional,car,0.3624526033478221,0.4338665484981127,0.5125909441068218
79,hybrid,car,0.36615384615384616,0.430638493339458,0.4964021685559389
79,phev,car,0.26821433133222633,0.3063226465704432,0.3549687060927321
79,bev,car,0.23036612193588937,0.27599723947550037,0.3846753640776699
80,conventional,car,0.3580323785803238,0.4302001792650134,0.5116681101680236
80,hybrid,car,0.36163575226048184,0.4328371516513305,0.49876272198154503
80,phev,car,0.25543492144590624,0.2933984988192878,0.3416777350576721
80,bev,car,0.22634589241767258,0.26712759270898806,0.3761984223300971
81,conventional,car,0.35235865339204486,0.42007403540765925,0.500848687332745
81,hybrid,car,0.35636928803357887,0.42312060425665127,0.4864927847663865
81,phev,car,0.2682015583088517,0.3062715544769447,0.3519608528486543
81,bev,car,0.20798240100565682,0.250048309178744,0.3640655339805825
82,conventional,car,0.34812159389958347,0.4179666262389695,0.4998657582231698
82,hybrid,car,0.35879055118110237,0.4210496095544327,0.4911496062992126
82,phev,car,0.2592668284582961,0.30642483075744026,0.3525354451398646
82,bev,car,0.21821946169772258,0.25505102040816324,0.400376213592233
83,conventional,car,0.3403044871794872,0.41074623978333413,0.4898337421640774
83,hybrid,car,0.35411260636050934,0.4206175715224273,0.4875212598425197
83,phev,car,0.2656084077656232,0.3054418419155088,0.34833275078643833
83,bev,car,0.21771566597653552,0.271608005521049,0.4163927847914642
84,conventional,car,0.33533624109034144,0.4048330602968241,0.48180257958941947
84,hybrid,car,0.35065396736472615,0.4149433962264151,0.4751326522531084
84,phev,car,0.2553327372589092,0.30399795631626003,0.35509004981479114
84,bev,car,0.21473040641392513,0.24679089026915113,0.3799047890744662
85,conventional,car,0.3270260733268331,0.3943782502797709,0.47094635848233757
85,hybrid,car,0.34771760154738873,0.40513431764781077,0.46687458457095365
85,phev,car,0.25336569165921574,0.2810065142419211,0.3448584411045089
85,bev,car,0.19289855072463769,0.2222222222222222,0.29782303682342504
86,conventional,car,0.3274000704531797,0.39349698459579435,0.4707370257304841
86,hybrid,car,0.336223964520472,0.39423457670072065,0.4592711682743837
86,phev,car,0.24574641133180133,0.2808276919146762,0.3318750798313961
86,bev,car,0.19297446514837818,0.22081435472739822,0.2634920634920635
87,conventional,car,0.3305078911123775,0.39799624295554165,0.4769297484822203
87,hybrid,car,0.34438903051724956,0.3959768749505029,0.4633281072189539
87,phev,car,0.2528803167709797,0.2805850044705582,0.3119810959254055
87,bev,car,0.19270531400966184,0.20835058661145617,0.24839889579020014
88,conventional,car,0.3304472456855535,0.3981954801616667,0.47727272727272724
88,hybrid,car,0.34424284183126624,0.39950016661112964,0.46617794068643786
88,phev,car,0.24491633669689616,0.28061055051730743,0.3126392155747488
88,bev,car,0.1931815044858523,0.220703933747412,0.24841959972394756
89,conventional,car,0.3254663902872372,0.39485221512737806,0.4725819155639571
89,hybrid,car,0.34428646556468445,0.3994502431956815,0.46374484413998085
89,phev,car,0.24053128276826286,0.28092987610167325,0.3218546429939967
89,bev,car,0.19242236024844722,0.219296066252588,0.25935127674258107
90,conventional,car,0.32542457750886705,0.3944896681277395,0.47347945110893275
90,hybrid,car,0.34615384615384615,0.40192926045016075,0.46823818615113266
90,phev,car,0.24266189807127347,0.2807893728445523,0.3275078643830829
90,bev,car,0.17391304347826086,0.19309868875086267,0.22056590752242927
91,conventional,car,0.3207237218565198,0.3899943118719359,0.4704657743417151
91,hybrid,car,0.3395357833655706,0.3955808980755524,0.4636859308811139
91,phev,car,0.2400737375344154,0.27151482476559313,0.32177800485374886
91,bev,car,0.17917184265010352,0.2015182884748102,0.24538326924972886
92,conventional,car,0.31499643688953194,0.386337658116417,0.4657431729277518
92,hybrid,car,0.3432597544757398,0.4014674147604661,0.46702187324733596
92,phev,car,0.22980585004470558,0.28094264912504785,0.3317730871727817
92,bev,car,0.19082125603864733,0.220703933747412,0.2978188775510204
93,conventional,car,0.3106522090953229,0.3784096903522792,0.45944769550708514
93,hybrid,car,0.333022235327978,0.38713286713286715,0.4494954110119526
93,phev,car,0.24343466732479807,0.30642483075744026,0.3489717716183421
93,bev,car,0.17943409247757075,0.20690131124913733,0.24830917874396136
94,conventional,car,0.3077864402771643,0.3761866923173435,0.45579062972709755
94,hybrid,car,0.33687575999613883,0.3924409261353491,0.4591563313428265
94,phev,car,0.22767914165282924,0.27932890597693116,0.3309809681951718
94,bev,car,0.17435472739820565,0.19315389924085577,0.25407895223306715
95,conventional,car,0.3003379929063217,0.3720720860562221,0.44924072113362445
95,hybrid,car,0.3181993006993007,0.3803146853146853,0.43537657400807794
95,phev,car,0.2292182909694725,0.27210371694980207,0.3209017825934988
95,bev,car,0.1707936507936508,0.19315389924085577,0.22237097012718132
96,conventional,car,0.2984818702689139,0.3680915757467358,0.4400977995110024
96,hybrid,car,0.33259861569772575,0.38398702746528834,0.44662520088089996
96,phev,car,0.2042406437603781,0.22982500957976754,0.30452803678630735
96,bev,car,0.15857832988267773,0.20977225672877847,0.28102951804937426
