year,month,cpi,date
1919,11,0.07349669463513857,1919-11-01
1919,12,0.0750858123569794,1919-12-01
1920,1,0.07667493007882024,1920-01-01
1920,2,0.07746948893974066,1920-02-01
1920,3,0.07826404780066107,1920-03-01
1920,4,0.08064772438342233,1920-04-01
1920,5,0.08183956267480295,1920-05-01
1920,6,0.08303140096618357,1920-06-01
1920,7,0.08263412153572337,1920-07-01
1920,8,0.08064772438342233,1920-08-01
1920,9,0.0794558860920417,1920-09-01
1920,10,0.07905860666158149,1920-10-01
1920,11,0.07866132723112129,1920-11-01
1920,12,0.07707220950928044,1920-12-01
1921,1,0.07548309178743962,1921-01-01
1921,2,0.07309941520467836,1921-02-01
1921,3,0.07270213577421816,1921-03-01
1921,4,0.07190757691329774,1921-04-01
1921,5,0.0703184591914569,1921-05-01
1921,6,0.06992117976099671,1921-06-01
1921,7,0.0703184591914569,1921-07-01
1921,8,0.0703184591914569,1921-08-01
1921,9,0.06952390033053649,1921-09-01
1921,10,0.06952390033053649,1921-10-01
1921,11,0.06912662090007628,1921-11-01
1921,12,0.06872934146961608,1921-12-01
1922,1,0.06714022374777523,1922-01-01
1922,2,0.06714022374777523,1922-02-01
1922,3,0.06634566488685482,1922-03-01
1922,4,0.06634566488685482,1922-04-01
1922,5,0.06634566488685482,1922-05-01
1922,6,0.06634566488685482,1922-06-01
1922,7,0.06674294431731503,1922-07-01
1922,8,0.06594838545639461,1922-08-01
1922,9,0.06594838545639461,1922-09-01
1922,10,0.06634566488685482,1922-10-01
1922,11,0.06674294431731503,1922-11-01
1922,12,0.06714022374777523,1922-12-01
1923,1,0.06674294431731503,1923-01-01
1923,2,0.06674294431731503,1923-02-01
1923,3,0.06674294431731503,1923-03-01
1923,4,0.06714022374777523,1923-04-01
1923,5,0.06714022374777523,1923-05-01
1923,6,0.06753750317823545,1923-06-01
1923,7,0.06833206203915586,1923-07-01
1923,8,0.06793478260869566,1923-08-01
1923,9,0.06833206203915586,1923-09-01
1923,10,0.06872934146961608,1923-10-01
1923,11,0.06872934146961608,1923-11-01
1923,12,0.06872934146961608,1923-12-01
1924,1,0.06872934146961608,1924-01-01
1924,2,0.06833206203915586,1924-02-01
1924,3,0.06793478260869566,1924-03-01
1924,4,0.06753750317823545,1924-04-01
1924,5,0.06753750317823545,1924-05-01
1924,6,0.06753750317823545,1924-06-01
1924,7,0.06793478260869566,1924-07-01
1924,8,0.06753750317823545,1924-08-01
1924,9,0.06793478260869566,1924-09-01
1924,10,0.06833206203915586,1924-10-01
1924,11,0.06833206203915586,1924-11-01
1924,12,0.06872934146961608,1924-12-01
1925,1,0.06872934146961608,1925-01-01
1925,2,0.06833206203915586,1925-02-01
1925,3,0.06872934146961608,1925-03-01
1925,4,0.06833206203915586,1925-04-01
1925,5,0.06872934146961608,1925-05-01
1925,6,0.06952390033053649,1925-06-01
1925,7,0.0703184591914569,1925-07-01
1925,8,0.0703184591914569,1925-08-01
1925,9,0.0703184591914569,1925-09-01
1925,10,0.0703184591914569,1925-10-01
1925,11,0.07151029748283753,1925-11-01
1925,12,0.07111301805237731,1925-12-01
1926,1,0.07111301805237731,1926-01-01
1926,2,0.07111301805237731,1926-02-01
1926,3,0.07071573862191712,1926-03-01
1926,4,0.07111301805237731,1926-04-01
1926,5,0.07071573862191712,1926-05-01
1926,6,0.0703184591914569,1926-06-01
1926,7,0.06952390033053649,1926-07-01
1926,8,0.06912662090007628,1926-08-01
1926,9,0.06952390033053649,1926-09-01
1926,10,0.06992117976099671,1926-10-01
1926,11,0.0703184591914569,1926-11-01
1926,12,0.0703184591914569,1926-12-01
1927,1,0.06952390033053649,1927-01-01
1927,2,0.06912662090007628,1927-02-01
1927,3,0.06872934146961608,1927-03-01
1927,4,0.06872934146961608,1927-04-01
1927,5,0.06912662090007628,1927-05-01
1927,6,0.06992117976099671,1927-06-01
1927,7,0.06872934146961608,1927-07-01
1927,8,0.06833206203915586,1927-08-01
1927,9,0.06872934146961608,1927-09-01
1927,10,0.06912662090007628,1927-10-01
1927,11,0.06872934146961608,1927-11-01
1927,12,0.06872934146961608,1927-12-01
1928,1,0.06872934146961608,1928-01-01
1928,2,0.06793478260869566,1928-02-01
1928,3,0.06793478260869566,1928-03-01
1928,4,0.06793478260869566,1928-04-01
1928,5,0.06833206203915586,1928-05-01
1928,6,0.06793478260869566,1928-06-01
1928,7,0.06793478260869566,1928-07-01
1928,8,0.06793478260869566,1928-08-01
1928,9,0.06872934146961608,1928-09-01
1928,10,0.06833206203915586,1928-10-01
1928,11,0.06833206203915586,1928-11-01
1928,12,0.06793478260869566,1928-12-01
1929,1,0.06793478260869566,1929-01-01
1929,2,0.06793478260869566,1929-02-01
1929,3,0.06753750317823545,1929-03-01
1929,4,0.06714022374777523,1929-04-01
1929,5,0.06753750317823545,1929-05-01
1929,6,0.06793478260869566,1929-06-01
1929,7,0.06872934146961608,1929-07-01
1929,8,0.06872934146961608,1929-08-01
1929,9,0.06872934146961608,1929-09-01
1929,10,0.06872934146961608,1929-10-01
1929,11,0.06872934146961608,1929-11-01
1929,12,0.06833206203915586,1929-12-01
1930,1,0.06793478260869566,1930-01-01
1930,2,0.06753750317823545,1930-02-01
1930,3,0.06714022374777523,1930-03-01
1930,4,0.06753750317823545,1930-04-01
1930,5,0.06714022374777523,1930-05-01
1930,6,0.06674294431731503,1930-06-01
1930,7,0.06594838545639461,1930-07-01
1930,8,0.0655511060259344,1930-08-01
1930,9,0.06594838545639461,1930-09-01
1930,10,0.0655511060259344,1930-10-01
1930,11,0.0651538265954742,1930-11-01
1930,12,0.06396198830409358,1930-12-01
1931,1,0.06316742944317315,1931-01-01
1931,2,0.062372870582252736,1931-02-01
1931,3,0.061975591151792526,1931-03-01
1931,4,0.06157831172133232,1931-04-01
1931,5,0.060783752860411905,1931-05-01
1931,6,0.059989193999491486,1931-06-01
1931,7,0.059989193999491486,1931-07-01
1931,8,0.059989193999491486,1931-08-01
1931,9,0.059591914569031276,1931-09-01
1931,10,0.05919463513857107,1931-10-01
1931,11,0.05840007627765065,1931-11-01
1931,12,0.05800279684719044,1931-12-01
1932,1,0.056810958555809817,1932-01-01
1932,2,0.0560163996948894,1932-02-01
1932,3,0.05561912026442919,1932-03-01
1932,4,0.055221840833968985,1932-04-01
1932,5,0.054427281973048566,1932-05-01
1932,6,0.05403000254258836,1932-06-01
1932,7,0.05403000254258836,1932-07-01
1932,8,0.05363272311212815,1932-08-01
1932,9,0.053235443681667945,1932-09-01
1932,10,0.052838164251207735,1932-10-01
1932,11,0.05244088482074752,1932-11-01
1932,12,0.052043605390287316,1932-12-01
1933,1,0.0512490465293669,1933-01-01
1933,2,0.05045448766844648,1933-02-01
1933,3,0.05005720823798627,1933-03-01
1933,4,0.05005720823798627,1933-04-01
1933,5,0.05005720823798627,1933-05-01
1933,6,0.05045448766844648,1933-06-01
1933,7,0.052043605390287316,1933-07-01
1933,8,0.05244088482074752,1933-08-01
1933,9,0.05244088482074752,1933-09-01
1933,10,0.05244088482074752,1933-10-01
1933,11,0.05244088482074752,1933-11-01
1933,12,0.05244088482074752,1933-12-01
1934,1,0.05244088482074752,1934-01-01
1934,2,0.052838164251207735,1934-02-01
1934,3,0.052838164251207735,1934-03-01
1934,4,0.052838164251207735,1934-04-01
1934,5,0.052838164251207735,1934-05-01
1934,6,0.053235443681667945,1934-06-01
1934,7,0.053235443681667945,1934-07-01
1934,8,0.053235443681667945,1934-08-01
1934,9,0.05403000254258836,1934-09-01
1934,10,0.05363272311212815,1934-10-01
1934,11,0.05363272311212815,1934-11-01
1934,12,0.053235443681667945,1934-12-01
1935,1,0.05403000254258836,1935-01-01
1935,2,0.054427281973048566,1935-02-01
1935,3,0.054427281973048566,1935-03-01
1935,4,0.054824561403508776,1935-04-01
1935,5,0.054824561403508776,1935-05-01
1935,6,0.054427281973048566,1935-06-01
1935,7,0.054427281973048566,1935-07-01
1935,8,0.054427281973048566,1935-08-01
1935,9,0.054427281973048566,1935-09-01
1935,10,0.054427281973048566,1935-10-01
1935,11,0.054824561403508776,1935-11-01
1935,12,0.054824561403508776,1935-12-01
1936,1,0.054824561403508776,1936-01-01
1936,2,0.054824561403508776,1936-02-01
1936,3,0.054427281973048566,1936-03-01
1936,4,0.054427281973048566,1936-04-01
1936,5,0.054427281973048566,1936-05-01
1936,6,0.054824561403508776,1936-06-01
1936,7,0.055221840833968985,1936-07-01
1936,8,0.05561912026442919,1936-08-01
1936,9,0.05561912026442919,1936-09-01
1936,10,0.05561912026442919,1936-10-01
1936,11,0.05561912026442919,1936-11-01
1936,12,0.05561912026442919,1936-12-01
1937,1,0.0560163996948894,1937-01-01
1937,2,0.0560163996948894,1937-02-01
1937,3,0.05641367912534961,1937-03-01
1937,4,0.056810958555809817,1937-04-01
1937,5,0.057208237986270026,1937-05-01
1937,6,0.057208237986270026,1937-06-01
1937,7,0.057605517416730236,1937-07-01
1937,8,0.057605517416730236,1937-08-01
1937,9,0.05800279684719044,1937-09-01
1937,10,0.05800279684719044,1937-10-01
1937,11,0.057605517416730236,1937-11-01
1937,12,0.057208237986270026,1937-12-01
1938,1,0.05641367912534961,1938-01-01
1938,2,0.0560163996948894,1938-02-01
1938,3,0.0560163996948894,1938-03-01
1938,4,0.05641367912534961,1938-04-01
1938,5,0.0560163996948894,1938-05-01
1938,6,0.0560163996948894,1938-06-01
1938,7,0.0560163996948894,1938-07-01
1938,8,0.0560163996948894,1938-08-01
1938,9,0.0560163996948894,1938-09-01
1938,10,0.05561912026442919,1938-10-01
1938,11,0.05561912026442919,1938-11-01
1938,12,0.05561912026442919,1938-12-01
1939,1,0.05561912026442919,1939-01-01
1939,2,0.055221840833968985,1939-02-01
1939,3,0.055221840833968985,1939-03-01
1939,4,0.054824561403508776,1939-04-01
1939,5,0.054824561403508776,1939-05-01
1939,6,0.054824561403508776,1939-06-01
1939,7,0.054824561403508776,1939-07-01
1939,8,0.054824561403508776,1939-08-01
1939,9,0.0560163996948894,1939-09-01
1939,10,0.05561912026442919,1939-10-01
1939,11,0.05561912026442919,1939-11-01
1939,12,0.05561912026442919,1939-12-01
1940,1,0.055221840833968985,1940-01-01
1940,2,0.05561912026442919,1940-02-01
1940,3,0.05561912026442919,1940-03-01
1940,4,0.05561912026442919,1940-04-01
1940,5,0.05561912026442919,1940-05-01
1940,6,0.0560163996948894,1940-06-01
1940,7,0.05561912026442919,1940-07-01
1940,8,0.05561912026442919,1940-08-01
1940,9,0.05561912026442919,1940-09-01
1940,10,0.05561912026442919,1940-10-01
1940,11,0.05561912026442919,1940-11-01
1940,12,0.0560163996948894,1940-12-01
1941,1,0.0560163996948894,1941-01-01
1941,2,0.0560163996948894,1941-02-01
1941,3,0.05641367912534961,1941-03-01
1941,4,0.056810958555809817,1941-04-01
1941,5,0.057208237986270026,1941-05-01
1941,6,0.05840007627765065,1941-06-01
1941,7,0.05840007627765065,1941-07-01
1941,8,0.05919463513857107,1941-08-01
1941,9,0.059989193999491486,1941-09-01
1941,10,0.060783752860411905,1941-10-01
1941,11,0.061181032290872114,1941-11-01
1941,12,0.06157831172133232,1941-12-01
1942,1,0.062372870582252736,1942-01-01
1942,2,0.06277015001271295,1942-02-01
1942,3,0.06356470887363336,1942-03-01
1942,4,0.06396198830409358,1942-04-01
1942,5,0.06475654716501399,1942-05-01
1942,6,0.06475654716501399,1942-06-01
1942,7,0.0651538265954742,1942-07-01
1942,8,0.0655511060259344,1942-08-01
1942,9,0.0655511060259344,1942-09-01
1942,10,0.06634566488685482,1942-10-01
1942,11,0.06674294431731503,1942-11-01
1942,12,0.06714022374777523,1942-12-01
1943,1,0.06714022374777523,1943-01-01
1943,2,0.06714022374777523,1943-02-01
1943,3,0.06833206203915586,1943-03-01
